INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2024-05-01T15:00:00-00:00,2024-05-01T16:00:00-00:00,2024-05-01,9,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,24.02787,1
2024-05-01T18:00:00-00:00,2024-05-01T19:00:00-00:00,2024-05-01,12,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,0.06427,1
2024-05-02T03:00:00-00:00,2024-05-02T04:00:00-00:00,2024-05-01,21,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,49.40143,1
2024-05-01T20:00:00-00:00,2024-05-01T21:00:00-00:00,2024-05-01,14,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,-2.13225,1
2024-05-01T09:00:00-00:00,2024-05-01T10:00:00-00:00,2024-05-01,3,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,30.72919,1
2024-05-02T04:00:00-00:00,2024-05-02T05:00:00-00:00,2024-05-01,22,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,41.86641,1
2024-05-02T05:00:00-00:00,2024-05-02T06:00:00-00:00,2024-05-01,23,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,36.33372,1
2024-05-02T00:00:00-00:00,2024-05-02T01:00:00-00:00,2024-05-01,18,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,26.19699,1
2024-05-01T16:00:00-00:00,2024-05-01T17:00:00-00:00,2024-05-01,10,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,8.20238,1
2024-05-01T19:00:00-00:00,2024-05-01T20:00:00-00:00,2024-05-01,13,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,4.76329,1
2024-05-01T23:00:00-00:00,2024-05-02T00:00:00-00:00,2024-05-01,17,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,10,1
2024-05-02T02:00:00-00:00,2024-05-02T03:00:00-00:00,2024-05-01,20,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,48.66981,1
2024-05-01T11:00:00-00:00,2024-05-01T12:00:00-00:00,2024-05-01,5,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,33.46545,1
2024-05-02T06:00:00-00:00,2024-05-02T07:00:00-00:00,2024-05-01,24,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,34.2971,1
2024-05-01T17:00:00-00:00,2024-05-01T18:00:00-00:00,2024-05-01,11,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,8.53028,1
2024-05-01T13:00:00-00:00,2024-05-01T14:00:00-00:00,2024-05-01,7,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,40.13214,1
2024-05-01T21:00:00-00:00,2024-05-01T22:00:00-00:00,2024-05-01,15,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,8.38,1
2024-05-01T12:00:00-00:00,2024-05-01T13:00:00-00:00,2024-05-01,6,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,38.33827,1
2024-05-02T01:00:00-00:00,2024-05-02T02:00:00-00:00,2024-05-01,19,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,35,1
2024-05-01T07:00:00-00:00,2024-05-01T08:00:00-00:00,2024-05-01,1,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,37.83292,1
2024-05-01T10:00:00-00:00,2024-05-01T11:00:00-00:00,2024-05-01,4,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,29.14608,1
2024-05-01T22:00:00-00:00,2024-05-01T23:00:00-00:00,2024-05-01,16,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,2.7214,1
2024-05-01T08:00:00-00:00,2024-05-01T09:00:00-00:00,2024-05-01,2,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,32.68254,1
2024-05-01T14:00:00-00:00,2024-05-01T15:00:00-00:00,2024-05-01,8,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,LMP,LMP_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,30.55393,1
2024-05-02T05:00:00-00:00,2024-05-02T06:00:00-00:00,2024-05-01,23,0,TH_NP15_GEN-APND,TH_NP15_GEN-APND,TH_NP15_GEN-APND,DAM,MCC,LMP_CONG_PRC,TH_NP15_GEN-APND,ALL_APNODES,0,-1.07426,2
